Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2019",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
ALABAMA3,,,,,,,,,,,
ARIZONA - Metropolitan Counties,Cochise,47,0,1,3,43,531,195,273,63,5
,Coconino,127,6,17,1,103,264,59,180,25,6
,Mohave,135,3,6,19,107,"1,983",573,"1,197",213,13
,Pinal,197,3,5,18,171,"1,469",321,987,161,
,Yavapai,193,5,0,4,184,860,155,608,97,10
,Yuma,136,7,17,6,106,807,223,502,82,7
ARIZONA - Nonmetropolitan Counties,Gila,176,1,3,5,167,384,65,252,67,
,Graham,61,4,0,0,57,104,20,76,8,12
,La Paz,40,1,2,3,34,310,87,181,42,1
,Navajo,43,1,0,5,37,341,192,115,34,5
,Santa Cruz,1,0,0,0,1,117,35,66,16,0
ARKANSAS - Metropolitan Counties,Benton4,159,3,32,3,121,,,188,61,1
,Cleveland,20,0,4,0,16,162,90,56,16,2
,Craighead,48,2,16,1,29,315,108,168,39,3
,Crawford,55,1,1,1,52,254,37,188,29,0
,Crittenden,123,3,9,8,103,286,83,182,21,1
,Faulkner,116,1,18,5,92,749,176,476,97,6
,Garland4,279,0,25,8,246,,,675,145,0
,Grant,28,0,3,1,24,167,53,86,28,1
,Jefferson,78,4,12,2,60,414,110,247,57,7
,Lincoln,14,0,7,0,7,40,15,20,5,0
,Little River,10,0,1,1,8,93,27,58,8,1
,Lonoke,75,1,8,0,66,374,68,220,86,4
,Madison,44,1,5,1,37,169,48,99,22,3
,Miller,57,0,8,1,48,199,68,113,18,0
,Perry,29,0,7,0,22,95,23,72,0,0
,Poinsett,42,0,4,0,38,138,60,50,28,0
,Pulaski,428,4,31,27,366,"1,638",353,"1,123",162,9
,Saline4,187,7,31,2,147,,,376,81,2
,Sebastian,45,0,6,0,39,223,83,127,13,1
,Washington,177,5,6,1,165,572,139,346,87,8
ARKANSAS - Nonmetropolitan Counties,Arkansas,15,0,1,1,13,58,14,42,2,1
,Ashley,22,0,1,2,19,153,38,98,17,3
,Baxter,70,1,15,1,53,616,81,472,63,5
,Boone,199,0,30,1,168,269,79,150,40,1
,Bradley,8,0,0,0,8,51,31,12,8,0
,Calhoun,11,0,0,0,11,68,22,34,12,0
,Carroll,45,0,5,1,39,209,52,111,46,1
,Chicot,13,0,2,0,11,76,18,58,0,0
,Clark,11,0,0,0,11,70,19,42,9,0
,Cleburne,142,0,21,4,117,297,86,185,26,6
,Columbia,23,1,2,0,20,67,21,37,9,0
,Conway,46,2,13,1,30,234,43,164,27,9
,Drew,16,0,4,0,12,66,23,37,6,0
,Fulton,29,0,3,0,26,51,0,45,6,0
,Hempstead,29,0,6,1,22,143,41,75,27,1
,Howard,20,0,4,0,16,57,29,25,3,0
,Independence,153,1,44,2,106,367,110,209,48,14
,Izard,33,0,8,0,25,197,55,130,12,5
,Jackson,45,1,6,1,37,119,10,80,29,5
,Johnson,40,0,7,0,33,114,47,51,16,2
,Lee,13,1,4,0,8,101,26,64,11,1
,Logan,36,0,10,0,26,162,35,117,10,6
,Marion,32,0,9,0,23,243,80,150,13,0
,Mississippi,23,0,3,2,18,247,81,133,33,3
,Monroe,1,0,1,0,0,32,3,14,15,1
,Pike,10,0,3,0,7,73,22,49,2,1
,Pope,91,2,15,1,73,309,102,163,44,4
,Prairie,3,0,1,1,1,67,24,39,4,0
,Randolph,40,1,16,0,23,112,24,75,13,2
,Scott,22,0,2,1,19,65,28,29,8,0
,Sevier,26,0,6,0,20,88,21,53,14,2
,St. Francis,40,0,7,6,27,286,80,206,0,2
,Union,60,3,2,3,52,273,76,174,23,2
,Van Buren,44,2,5,0,37,141,24,82,35,11
,White,200,0,61,8,131,598,154,354,90,6
,Woodruff,6,0,0,0,6,62,18,41,3,0
,Yell,30,0,5,0,25,177,66,90,21,1
CALIFORNIA - Metropolitan Counties,Alameda,633,5,27,210,391,"2,169",354,"1,324",491,21
,Butte,283,5,32,28,218,"1,290",524,724,42,3
,Contra Costa,332,8,28,89,207,"1,499",411,"1,053",35,11
,El Dorado,173,3,47,29,94,"1,695",482,"1,186",27,4
,Fresno,"1,082",14,38,102,928,"3,281","1,378","1,304",599,129
,Imperial,211,2,11,7,191,588,178,324,86,22
,Kern,"2,864",29,244,433,"2,158","9,449","2,756","4,680","2,013",275
,Kings,125,2,19,19,85,432,114,297,21,1
,Los Angeles,"5,564",68,300,"1,443","3,753","15,040","2,798","8,595","3,647",220
,Madera,457,1,34,14,408,"1,017",375,621,21,7
,Marin,63,1,5,12,45,738,143,591,4,1
,Merced,500,4,19,24,453,"1,515",487,956,72,8
,Monterey,258,3,25,36,194,"1,125",361,733,31,7
,Napa,69,0,11,7,51,269,55,212,2,0
,Orange,247,2,11,21,213,881,142,642,97,4
,Placer,183,3,28,13,139,"1,077",278,769,30,9
,Riverside,932,24,37,179,692,"7,220","1,454","4,320","1,446",24
,Sacramento,"2,408",36,161,685,"1,526","8,067","2,276","5,634",157,67
,San Benito,33,0,7,2,24,152,34,105,13,0
,San Bernardino,"1,503",27,115,189,"1,172","3,945","1,142","1,875",928,53
,San Diego,"1,499",10,104,224,"1,161","4,300",901,"2,498",901,30
,San Joaquin,903,5,35,162,701,"2,439",719,"1,589",131,24
,San Luis Obispo,181,5,26,5,145,963,331,614,18,7
,San Mateo,324,3,71,62,188,"3,245",297,"2,612",336,5
,Santa Barbara,232,2,17,26,187,"1,257",305,938,14,8
,Santa Clara,356,2,40,25,289,"1,518",178,"1,154",186,4
,Santa Cruz,331,5,58,34,234,"1,630",439,"1,174",17,7
,Shasta,386,4,41,34,307,824,415,332,77,12
,Solano,109,1,13,18,77,377,110,192,75,7
,Sonoma,497,1,45,36,415,"1,089",350,733,6,22
,Stanislaus,370,8,17,90,255,"1,602",559,"1,000",43,13
,Sutter,77,1,4,13,59,576,167,350,59,1
,Tulare5,334,9,30,64,231,"1,893",637,"1,254",2,0
,Ventura,159,5,18,25,111,543,112,363,68,13
,Yolo,69,0,8,6,55,294,79,204,11,1
,Yuba,204,5,21,37,141,847,316,520,11,11
CALIFORNIA - Nonmetropolitan Counties,Alpine,13,0,2,0,11,29,12,14,3,0
,Amador,66,1,3,8,54,416,146,268,2,4
,Calaveras,139,1,32,8,98,668,274,380,14,0
,Colusa,26,0,8,4,14,169,53,111,5,3
,Del Norte,84,2,11,18,53,424,192,228,4,12
,Glenn,55,2,8,8,37,362,86,239,37,3
,Humboldt,310,1,21,59,229,"1,092",398,661,33,17
,Inyo,60,1,9,3,47,192,86,105,1,0
,Lake,193,3,21,19,150,435,204,225,6,5
,Lassen,78,0,8,0,70,172,100,65,7,1
,Mariposa,79,0,8,2,69,171,53,115,3,0
,Mendocino,178,2,29,14,133,414,174,225,15,18
,Modoc,31,0,2,1,28,29,6,22,1,0
,Mono,25,0,3,0,22,53,21,32,0,1
,Nevada,118,0,9,6,103,424,191,226,7,1
,Plumas,128,1,9,5,113,294,116,167,11,3
,Sierra,1,0,0,0,1,31,15,16,0,0
,Siskiyou,70,5,2,2,61,146,69,69,8,1
,Tehama,95,2,14,12,67,472,179,278,15,0
,Trinity,61,2,10,9,40,190,83,101,6,2
,Tuolumne,169,2,62,7,98,669,306,355,8,6
COLORADO - Metropolitan Counties,Adams,513,7,94,76,336,"2,845",350,"1,608",887,23
,Boulder,85,1,11,8,65,617,143,431,43,3
,Douglas,318,2,99,21,196,"2,098",328,"1,610",160,20
,Elbert,5,0,1,0,4,5,1,2,2,1
,El Paso,484,7,112,50,315,"2,351",402,"1,509",440,23
,Gilpin,25,0,2,4,19,83,21,55,7,1
,Larimer,211,2,24,7,178,753,134,531,88,8
,Mesa,164,5,36,18,105,"1,059",249,694,116,17
,Park,41,1,6,1,33,65,17,42,6,2
,Pueblo,45,2,0,5,38,"1,058",183,720,155,1
,Teller,13,0,1,0,12,53,14,31,8,1
,Weld,136,2,24,10,100,664,128,415,121,8
COLORADO - Nonmetropolitan Counties,Archuleta,46,0,13,1,32,125,38,73,14,1
,Baca,3,0,0,0,3,2,0,1,1,0
,Bent,17,1,3,1,12,166,57,96,13,1
,Chaffee,3,0,2,0,1,57,10,38,9,0
,Cheyenne,3,0,0,0,3,14,2,12,0,0
,Crowley,5,0,1,0,4,61,25,30,6,1
,Custer,8,0,0,0,8,67,7,53,7,1
,Dolores,1,0,0,0,1,22,13,5,4,0
,Eagle,28,0,12,0,16,190,25,154,11,2
,Fremont,35,1,9,1,24,198,51,110,37,0
,Garfield,70,0,15,4,51,205,55,130,20,4
,Gunnison,6,0,1,0,5,21,2,15,4,0
,Huerfano,24,0,4,1,19,151,51,78,22,1
,Kiowa,2,0,0,0,2,14,4,8,2,0
,Kit Carson,4,1,1,0,2,42,19,21,2,1
,La Plata,50,1,19,0,30,197,54,125,18,3
,Las Animas,16,1,1,0,14,53,18,31,4,2
,Logan,33,1,7,0,25,109,51,42,16,1
,Moffat,15,0,0,0,15,10,1,9,0,0
,Montezuma,15,1,1,1,12,136,52,71,13,1
,Montrose,20,0,3,0,17,176,59,108,9,1
,Morgan,21,1,9,0,11,127,49,66,12,3
,Otero,21,4,7,0,10,92,24,47,21,0
,Phillips,2,0,0,0,2,2,0,2,0,0
,Pitkin,2,0,2,0,0,23,2,19,2,0
,Prowers,2,0,0,0,2,16,3,9,4,0
,Rio Grande,3,0,0,1,2,55,17,31,7,0
,Routt,5,1,1,0,3,48,8,37,3,0
,San Juan,1,0,0,0,1,9,0,6,3,0
,San Miguel,2,0,0,0,2,5,2,3,0,0
,Summit,36,0,16,1,19,237,44,189,4,2
,Washington,3,1,0,1,1,74,7,52,15,0
,Yuma,4,0,3,0,1,44,15,28,1,0
DELAWARE - Metropolitan Counties,New Castle County Police Department,912,8,103,112,689,"4,125",668,"2,955",502,0
FLORIDA - Metropolitan Counties,Alachua,738,4,111,99,524,"1,817",414,"1,260",143,19
,Baker,121,0,14,7,100,275,63,181,31,0
,Bay,360,4,51,26,279,"2,192",464,"1,544",184,6
,Brevard,540,8,52,54,426,"3,548",656,"2,589",303,14
,Broward,349,2,26,93,228,694,99,527,68,1
,Charlotte,301,2,41,16,242,"1,833",262,"1,445",126,9
,Citrus,366,4,29,40,293,"2,046",394,"1,466",186,14
,Clay,510,4,86,64,356,"2,876",496,"2,213",167,10
,Collier,864,8,124,144,588,"3,884",433,"3,177",274,7
,Escambia,"1,451",24,149,299,979,"7,196","1,540","5,117",539,3
,Flagler,172,3,36,8,125,"1,022",150,803,69,3
,Gadsden,77,0,15,7,55,264,114,138,12,1
,Gilchrist,33,0,8,1,24,145,53,68,24,0
,Hernando,465,6,58,43,358,"2,258",397,"1,690",171,9
,Highlands,209,5,20,40,144,"1,755",401,"1,279",75,5
,Hillsborough,"1,752",32,248,278,"1,194","11,353","1,460","8,948",945,33
,Indian River,274,5,24,18,227,"1,398",177,"1,123",98,0
,Jefferson,69,1,2,1,65,157,61,82,14,1
,Lake,445,3,66,51,325,"2,231",567,"1,404",260,11
,Lee,"1,236",9,191,256,780,"4,632",806,"3,398",428,29
,Leon,322,1,35,22,264,"1,447",273,"1,059",115,1
,Levy,462,1,17,2,442,527,225,243,59,4
,Manatee,"1,368",10,179,173,"1,006","4,650",648,"3,659",343,15
,Marion,"1,014",24,171,96,723,"3,987",853,"2,614",520,4
,Martin,293,3,83,34,173,"1,528",199,"1,265",64,3
,Miami-Dade,"5,353",90,478,"1,294","3,491","31,822","2,869","25,805","3,148",74
,Nassau,174,1,35,4,134,919,332,514,73,5
,Okaloosa,535,7,82,39,407,"2,375",271,"1,912",192,2
,Orange,"4,874",58,437,"1,112","3,267","20,832","3,236","15,470","2,126",0
,Osceola,678,9,80,86,503,"4,509",830,"3,408",271,5
,Palm Beach,"1,589",31,215,290,"1,053","9,137","1,073","7,255",809,26
,Pasco,"1,452",13,225,259,955,"6,456",993,"4,969",494,46
,Pinellas,466,7,91,62,306,"3,831",507,"3,090",234,11
,Polk,"1,166",10,63,128,965,"5,089",971,"3,572",546,6
,Santa Rosa,209,4,54,14,137,"1,360",276,973,111,7
,Sarasota,475,3,26,64,382,"4,183",583,"3,398",202,6
,Seminole,445,4,83,45,313,"2,551",392,"1,977",182,5
,St. Johns,281,5,24,32,220,"2,104",297,"1,657",150,4
,St. Lucie,259,2,42,36,179,"1,160",210,842,108,8
,Sumter,176,5,15,13,143,884,194,589,101,4
,Volusia,546,7,60,87,392,"2,205",421,"1,572",212,14
,Wakulla,75,0,11,2,62,503,124,346,33,1
,Walton,114,1,15,4,94,755,130,569,56,0
FLORIDA - Nonmetropolitan Counties,Bradford,65,0,12,3,50,226,82,123,21,1
,Calhoun,30,1,0,1,28,78,27,42,9,0
,Columbia,158,1,17,19,121,894,361,483,50,2
,DeSoto,104,0,17,6,81,512,147,321,44,2
,Dixie,85,1,14,2,68,147,88,44,15,1
,Franklin,59,0,1,0,58,211,33,169,9,2
,Glades,24,0,2,0,22,124,20,92,12,0
,Gulf,29,1,1,0,27,156,47,97,12,0
,Hamilton,41,1,4,4,32,186,56,119,11,1
,Hardee,47,1,4,4,38,270,79,167,24,0
,Hendry,126,7,19,11,89,630,254,328,48,3
,Holmes,72,0,12,3,57,158,54,97,7,0
,Lafayette,13,0,1,0,12,37,12,20,5,0
,Liberty,19,1,0,1,17,66,22,35,9,0
,Madison,109,0,14,3,92,174,71,101,2,0
,Monroe,186,2,19,23,142,681,86,557,38,6
,Okeechobee,162,2,21,25,114,780,153,549,78,0
,Putnam,124,4,21,10,89,797,217,528,52,0
,Suwannee,148,2,17,2,127,432,137,269,26,0
,Taylor,71,0,9,4,58,229,91,108,30,0
,Union,47,0,12,3,32,83,30,47,6,0
,Washington,32,0,0,1,31,132,44,74,14,0
GEORGIA - Metropolitan Counties6,Brooks,50,0,5,1,44,196,47,122,27,0
,Bryan,47,1,5,9,32,277,45,217,15,0
,Burke,27,0,2,3,22,225,57,142,26,0
,Butts,57,2,6,3,46,329,40,266,23,1
,Cherokee,74,0,19,12,43,"1,145",149,902,94,0
,Clayton County Police Department,"1,440",33,220,422,765,"7,364","1,627","4,595","1,142",20
,Cobb,6,0,0,0,6,74,0,71,3,0
,Coweta,596,5,53,10,528,"1,007",179,730,98,3
,Dougherty,0,0,0,0,0,56,0,55,1,0
,Dougherty County Police Department,38,0,5,9,24,284,84,173,27,0
,Echols,3,0,1,0,2,19,9,10,0,0
,Fayette,50,4,7,5,34,346,93,222,31,2
,Forsyth,123,1,22,7,93,"1,377",180,"1,077",120,0
,Hall,252,4,37,20,191,"1,315",288,876,151,4
,Haralson,146,1,8,2,135,384,102,234,48,3
,Heard,18,0,1,2,15,96,25,60,11,2
,Jasper,69,0,2,2,65,193,34,144,15,1
,Jones,22,0,2,2,18,303,81,192,30,1
,Lanier,22,0,0,1,21,117,33,71,13,0
,Lee,41,0,6,11,24,494,103,356,35,1
,Madison,99,1,3,2,93,363,60,280,23,4
,Marion,2,0,0,0,2,29,9,17,3,0
,McDuffie,28,0,3,6,19,178,67,101,10,0
,Meriwether,42,2,5,2,33,257,64,173,20,1
,Murray,47,0,5,3,39,85,16,51,18,
,Newton,81,3,8,32,38,821,303,408,110,12
,Paulding,320,5,27,22,266,"1,862",314,"1,272",276,11
,Peach,25,0,6,3,16,156,32,106,18,0
,Pike,20,0,1,2,17,193,24,160,9,0
,Walton,39,1,10,7,21,444,74,322,48,0
GEORGIA - Nonmetropolitan Counties6,Berrien,51,1,3,0,47,132,31,92,9,2
,Bleckley,21,0,3,0,18,100,34,61,5,0
,Candler,9,0,1,3,5,41,9,31,1,1
,Cook,36,0,1,1,34,131,25,89,17,0
,Fannin,31,2,8,1,20,274,61,179,34,3
,Franklin,16,2,3,0,11,221,53,153,15,0
,Gilmer,72,0,16,0,56,327,73,226,28,2
,Hancock,15,0,0,0,15,50,15,28,7,0
,Jefferson,27,0,2,0,25,70,23,36,11,0
,Laurens,92,1,12,8,71,523,175,291,57,3
,Mitchell,28,0,2,2,24,265,40,196,29,0
,Pierce,31,0,5,2,24,321,72,219,30,2
,Pulaski,50,2,2,1,45,209,55,151,3,
,Screven,37,0,0,4,33,112,41,59,12,2
,Thomas,60,0,17,11,32,477,106,322,49,3
,Towns,23,0,3,0,20,88,17,67,4,0
,Treutlen,5,0,1,0,4,34,10,22,2,1
,Ware,83,1,3,3,76,432,62,354,16,
,White,22,0,1,1,20,136,51,77,8,1
,Wilkes,22,0,1,0,21,30,6,20,4,0
,Wilkinson,10,0,0,1,9,34,16,14,4,0
HAWAII - Metropolitan Counties,Maui Police Department,449,1,110,67,271,"4,984",577,"3,746",661,128
IDAHO - Metropolitan Counties,Ada,257,0,67,4,186,595,131,443,21,10
,Bannock,5,0,2,0,3,37,9,20,8,0
,Boise,17,0,1,1,15,62,7,51,4,0
,Bonneville,109,1,15,3,90,607,157,409,41,5
,Butte,7,0,0,0,7,1,0,1,0,0
,Canyon,117,1,28,3,85,430,139,200,91,3
,Franklin,8,1,0,0,7,34,20,14,0,0
,Gem,22,1,3,0,18,64,25,32,7,0
,Jefferson,19,0,2,0,17,68,12,50,6,0
,Jerome,13,0,2,0,11,95,32,52,11,0
,Kootenai,149,1,15,4,129,707,175,490,42,3
,Nez Perce,8,0,4,0,4,83,11,67,5,0
,Owyhee,30,0,6,0,24,60,14,39,7,0
,Power,10,0,5,0,5,29,5,21,3,0
,Twin Falls,42,0,9,0,33,136,60,62,14,2
IDAHO - Nonmetropolitan Counties,Adams,10,0,0,0,10,43,6,37,0,0
,Benewah,25,1,1,1,22,36,7,22,7,1
,Bingham,27,1,4,1,21,154,44,95,15,0
,Blaine,5,0,2,0,3,18,7,10,1,0
,Bonner,26,0,1,0,25,342,111,190,41,2
,Camas,3,0,0,0,3,8,2,6,0,0
,Cassia,34,0,1,1,32,257,23,209,25,0
,Clark,1,0,1,0,0,5,0,5,0,0
,Custer,4,1,1,0,2,16,4,11,1,0
,Elmore,29,1,3,0,25,55,7,38,10,2
,Fremont,2,0,1,0,1,42,5,34,3,0
,Gooding,19,1,2,0,16,41,11,19,11,0
,Idaho,26,0,3,1,22,63,20,35,8,0
,Latah,14,1,7,0,6,89,22,63,4,0
,Lemhi,6,0,0,0,6,9,4,3,2,0
,Lewis,5,0,0,0,5,49,11,29,9,0
,Lincoln,17,0,2,0,15,26,9,15,2,0
,Madison,22,0,7,0,15,54,12,34,8,0
,Minidoka,12,0,1,0,11,82,21,53,8,0
,Oneida,5,0,1,0,4,19,8,8,3,0
,Payette,14,0,3,0,11,85,7,66,12,0
,Shoshone,14,0,2,0,12,106,34,62,10,0
,Teton,15,0,2,0,13,33,4,28,1,0
,Valley,22,0,6,0,16,58,22,35,1,0
,Washington,5,0,1,0,4,16,8,7,1,0
ILLINOIS - Metropolitan Counties,Alexander,6,0,1,0,5,53,15,37,1,0
,Boone,27,0,12,1,14,146,34,103,9,0
,Champaign,48,0,24,9,15,405,130,251,24,1
,Clinton,9,0,1,1,7,73,12,58,3,0
,Cook,231,4,61,37,129,"1,035",156,745,134,11
,DeKalb,28,0,3,7,18,85,42,42,1,0
,DuPage,81,1,21,12,47,434,120,272,42,2
,Fulton,29,0,2,4,23,155,60,87,8,0
,Grundy,20,1,6,2,11,79,19,58,2,2
,Henry,6,0,0,0,6,51,11,36,4,0
,Jackson,29,0,8,1,20,299,115,163,21,0
,Jersey,25,0,15,0,10,115,37,67,11,0
,Johnson,26,0,2,1,23,93,29,50,14,0
,Kane,87,1,12,9,65,280,87,171,22,0
,Kankakee,56,1,9,8,38,250,80,151,19,6
,Kendall,52,0,19,7,26,225,27,193,5,1
,Lake,104,1,27,13,63,771,194,501,76,3
,Macon,38,0,5,3,30,282,60,210,12,3
,Macoupin,10,0,0,4,6,250,55,180,15,1
,Madison,126,0,22,8,96,"1,059",223,751,85,1
,Marshall,3,0,1,0,2,24,14,7,3,1
,McHenry,65,1,17,3,44,257,63,179,15,1
,McLean,30,0,12,1,17,117,27,77,13,3
,Menard,10,0,3,0,7,51,8,40,3,22
,Monroe,9,0,3,0,6,34,16,15,3,0
,Peoria,55,0,12,8,35,866,162,616,88,4
,Piatt,16,0,5,0,11,63,37,20,6,0
,Rock Island,54,0,17,2,35,222,53,154,15,1
,Sangamon,204,1,21,22,160,467,209,196,62,1
,Stark,9,0,0,0,9,33,18,12,3,0
,Vermilion,87,0,19,2,66,403,135,249,19,4
,Will,125,2,24,21,78,658,119,411,128,7
,Williamson,8,2,4,1,1,248,45,183,20,1
,Winnebago,123,3,27,9,84,517,161,314,42,4
,Woodford,24,5,3,1,15,104,37,62,5,1
ILLINOIS - Nonmetropolitan Counties,Brown,1,0,0,0,1,10,2,8,0,0
,Bureau,29,0,10,0,19,113,28,73,12,4
,Carroll,9,0,1,0,8,21,8,12,1,1
,Cass,2,0,0,0,2,30,9,20,1,0
,Clay,5,0,0,0,5,43,17,19,7,1
,Coles,16,0,5,0,11,98,21,66,11,1
,Crawford,6,0,1,0,5,76,15,59,2,0
,Cumberland,1,0,0,0,1,13,7,5,1,0
,Douglas,8,0,2,0,6,30,13,15,2,0
,Edgar,4,0,1,0,3,32,11,17,4,0
,Effingham,16,0,0,0,16,107,23,69,15,0
,Fayette,14,0,4,0,10,50,14,23,13,0
,Ford,11,0,1,0,10,52,18,34,0,0
,Franklin,14,0,0,0,14,217,56,151,10,0
,Gallatin,5,0,0,0,5,38,8,23,7,0
,Greene,9,0,0,0,9,20,4,15,1,1
,Hamilton,7,0,3,0,4,42,6,33,3,0
,Iroquois,19,3,2,0,14,142,48,74,20,1
,Jasper,48,0,13,1,34,56,32,18,6,1
,Jefferson,59,0,4,2,53,286,102,156,28,4
,Jo Daviess,6,0,2,1,3,74,27,43,4,0
,Knox,51,0,9,0,42,171,72,81,18,1
,La Salle,33,0,12,0,21,167,45,110,12,2
,Lee,21,0,0,0,21,81,11,63,7,1
,Livingston,28,0,8,2,18,96,33,57,6,1
,Logan,11,0,1,0,10,63,29,31,3,0
,Marion,43,1,10,4,28,202,100,86,16,0
,Mason,12,0,2,0,10,85,16,66,3,1
,McDonough,8,0,0,0,8,19,9,9,1,0
,Montgomery,42,0,5,0,37,133,51,79,3,1
,Morgan,11,0,3,2,6,108,57,45,6,0
,Moultrie,8,0,2,0,6,38,15,20,3,0
,Ogle,13,0,0,0,13,149,46,101,2,0
,Perry,7,0,3,0,4,67,26,37,4,0
,Pike,15,0,6,1,8,37,14,22,1,0
,Putnam,1,0,0,0,1,19,5,14,0,0
,Randolph,4,0,1,0,3,18,5,12,1,0
,Schuyler,3,0,0,0,3,14,0,14,0,0
,Scott,0,0,0,0,0,15,5,6,4,0
,Shelby,1,0,1,0,0,49,16,33,0,0
,Stephenson,36,2,13,1,20,87,21,62,4,1
,Wabash,0,0,0,0,0,2,1,1,0,0
,Wayne,15,0,4,1,10,108,40,56,12,0
